97.600  35.374  97.450  35.959  97.48640  37.51330  98.65680  37.7569
146.27  37.475  146.38  38.016  145.3256  39.68280  147.4544  39.87090
195.01  38.974  194.96  39.291  194.9936  41.26000  196.3240  41.47020
243.93  40.179  244.06  40.569  243.2448  42.46210  245.0168  42.69930
